GEOIDFQ,GEOID,SUMLEVEL,GEOTYPE,NAME,SOURCE,STATEFP,COUNTYFP,COUSUBFP,PLACEFP,TRACTCE,CLASSFP,MUNITYPE,PLACECOMBO
M110000US390893418899999,390893418899999,M11,JURIS-COUNTY,Hartford,MORPC,39,089,34188,,,,Township,LICKING_HARTFORD_TOWNSHIP
M110000US390893631699999,390893631699999,M11,JURIS-COUNTY,Hopewell,MORPC,39,089,36316,,,,Township,LICKING_HOPEWELL_TOWNSHIP
M110000US390893910299999,390893910299999,M11,JURIS-COUNTY,Jersey,MORPC,39,089,39102,,,,Township,LICKING_JERSEY_TOWNSHIP
M110000US390894323299999,390894323299999,M11,JURIS-COUNTY,Liberty,MORPC,39,089,43232,,,,Township,LICKING_LIBERTY_TOWNSHIP
M110000US390894345699999,390894345699999,M11,JURIS-COUNTY,Licking,MORPC,39,089,43456,,,,Township,LICKING_LICKING_TOWNSHIP
M110000US390894611699999,390894611699999,M11,JURIS-COUNTY,McKean,MORPC,39,089,46116,,,,Township,LICKING_MCKEAN_TOWNSHIP
M110000US390894650899999,390894650899999,M11,JURIS-COUNTY,Madison,MORPC,39,089,46508,,,,Township,LICKING_MADISON_TOWNSHIP
M110000US390894813299999,390894813299999,M11,JURIS-COUNTY,Mary Ann,MORPC,39,089,48132,,,,Township,LICKING_MARY ANN_TOWNSHIP
M110000US390895145099999,390895145099999,M11,JURIS-COUNTY,Monroe,MORPC,39,089,51450,,,,Township,LICKING_MONROE_TOWNSHIP
M110000US390895405499999,390895405499999,M11,JURIS-COUNTY,Newark,MORPC,39,089,54054,,,,Township,LICKING_NEWARK_TOWNSHIP
M110000US390895558099999,390895558099999,M11,JURIS-COUNTY,Newton,MORPC,39,089,55580,,,,Township,LICKING_NEWTON_TOWNSHIP
M110000US390896192499999,390896192499999,M11,JURIS-COUNTY,Perry,MORPC,39,089,61924,,,,Township,LICKING_PERRY_TOWNSHIP
M110000US390896945699999,390896945699999,M11,JURIS-COUNTY,St. Albans,MORPC,39,089,69456,,,,Township,LICKING_ST. ALBANS_TOWNSHIP
M110000US390897840099999,390897840099999,M11,JURIS-COUNTY,Union,MORPC,39,089,78400,,,,Township,LICKING_UNION_TOWNSHIP
M110000US390898141099999,390898141099999,M11,JURIS-COUNTY,Washington,MORPC,39,089,81410,,,,Township,LICKING_WASHINGTON_TOWNSHIP
M110000US390910711899999,390910711899999,M11,JURIS-COUNTY,Bloomfield,MORPC,39,091,07118,,,,Township,LOGAN_BLOOMFIELD_TOWNSHIP
M110000US390910755299999,390910755299999,M11,JURIS-COUNTY,Bokescreek,MORPC,39,091,07552,,,,Township,LOGAN_BOKESCREEK_TOWNSHIP
M110000US390913390899999,390913390899999,M11,JURIS-COUNTY,Harrison,MORPC,39,091,33908,,,,Township,LOGAN_HARRISON_TOWNSHIP
M110000US390913868299999,390913868299999,M11,JURIS-COUNTY,Jefferson,MORPC,39,091,38682,,,,Township,LOGAN_JEFFERSON_TOWNSHIP
M110000US390914128699999,390914128699999,M11,JURIS-COUNTY,Lake,MORPC,39,091,41286,,,,Township,LOGAN_LAKE_TOWNSHIP
M110000US390914324699999,390914324699999,M11,JURIS-COUNTY,Liberty,MORPC,39,091,43246,,,,Township,LOGAN_LIBERTY_TOWNSHIP
M110000US390914568299999,390914568299999,M11,JURIS-COUNTY,McArthur,MORPC,39,091,45682,,,,Township,LOGAN_MCARTHUR_TOWNSHIP
M110000US390914937899999,390914937899999,M11,JURIS-COUNTY,Miami,MORPC,39,091,49378,,,,Township,LOGAN_MIAMI_TOWNSHIP
M110000US390915146499999,390915146499999,M11,JURIS-COUNTY,Monroe,MORPC,39,091,51464,,,,Township,LOGAN_MONROE_TOWNSHIP
M110000US390916193899999,390916193899999,M11,JURIS-COUNTY,Perry,MORPC,39,091,61938,,,,Township,LOGAN_PERRY_TOWNSHIP
M110000US390916332499999,390916332499999,M11,JURIS-COUNTY,Pleasant,MORPC,39,091,63324,,,,Township,LOGAN_PLEASANT_TOWNSHIP
M110000US390916674099999,390916674099999,M11,JURIS-COUNTY,Richland,MORPC,39,091,66740,,,,Township,LOGAN_RICHLAND_TOWNSHIP
M110000US390916913499999,390916913499999,M11,JURIS-COUNTY,Rushcreek,MORPC,39,091,69134,,,,Township,LOGAN_RUSHCREEK_TOWNSHIP
M110000US390917478099999,390917478099999,M11,JURIS-COUNTY,Stokes,MORPC,39,091,74780,,,,Township,LOGAN_STOKES_TOWNSHIP
M110000US390917841499999,390917841499999,M11,JURIS-COUNTY,Union,MORPC,39,091,78414,,,,Township,LOGAN_UNION_TOWNSHIP
M110000US390918142499999,390918142499999,M11,JURIS-COUNTY,Washington,MORPC,39,091,81424,,,,Township,LOGAN_WASHINGTON_TOWNSHIP
M110000US390918804299999,390918804299999,M11,JURIS-COUNTY,Zane,MORPC,39,091,88042,,,,Township,LOGAN_ZANE_TOWNSHIP
M110000US390971123499999,390971123499999,M11,JURIS-COUNTY,Canaan,MORPC,39,097,11234,,,,Township,MADISON_CANAAN_TOWNSHIP
M110000US390972014299999,390972014299999,M11,JURIS-COUNTY,Darby,MORPC,39,097,20142,,,,Township,MADISON_DARBY_TOWNSHIP
M110000US390972115499999,390972115499999,M11,JURIS-COUNTY,Deer Creek,MORPC,39,097,21154,,,,Township,MADISON_DEER CREEK_TOWNSHIP
M110000US390972606899999,390972606899999,M11,JURIS-COUNTY,Fairfield,MORPC,39,097,26068,,,,Township,MADISON_FAIRFIELD_TOWNSHIP
M110000US390973869699999,390973869699999,M11,JURIS-COUNTY,Jefferson,MORPC,39,097,38696,,,,Township,MADISON_JEFFERSON_TOWNSHIP
M110000US390975147899999,390975147899999,M11,JURIS-COUNTY,Monroe,MORPC,39,097,51478,,,,Township,MADISON_MONROE_TOWNSHIP
M110000US390975770899999,390975770899999,M11,JURIS-COUNTY,Oak Run,MORPC,39,097,57708,,,,Township,MADISON_OAK RUN_TOWNSHIP
M110000US390975952899999,390975952899999,M11,JURIS-COUNTY,Paint,MORPC,39,097,59528,,,,Township,MADISON_PAINT_TOWNSHIP
M110000US390976266699999,390976266699999,M11,JURIS-COUNTY,Pike,MORPC,39,097,62666,,,,Township,MADISON_PIKE_TOWNSHIP
M110000US390976333899999,390976333899999,M11,JURIS-COUNTY,Pleasant,MORPC,39,097,63338,,,,Township,MADISON_PLEASANT_TOWNSHIP
M110000US390976548099999,390976548099999,M11,JURIS-COUNTY,Range,MORPC,39,097,65480,,,,Township,MADISON_RANGE_TOWNSHIP
M110000US390977296099999,390977296099999,M11,JURIS-COUNTY,Somerford,MORPC,39,097,72960,,,,Township,MADISON_SOMERFORD_TOWNSHIP
M110000US390977478499999,390977478499999,M11,JURIS-COUNTY,Stokes,MORPC,39,097,74784,,,,Township,MADISON_STOKES_TOWNSHIP
M110000US390977842899999,390977842899999,M11,JURIS-COUNTY,Union,MORPC,39,097,78428,,,,Township,MADISON_UNION_TOWNSHIP
M110000US3909834073,3909834073,M11,JURIS-COUNTY,Buchtel,MORPC,39,073,,09834,,,Village,HOCKING_BUCHTEL_VILLAGE
M110000US3909890045,3909890045,M11,JURIS-COUNTY,Buckeye Lake,MORPC,39,045,,09890,,,Village,FAIRFIELD_BUCKEYE LAKE_VILLAGE
M110000US3909890089,3909890089,M11,JURIS-COUNTY,Buckeye Lake,MORPC,39,089,,09890,,,Village,LICKING_BUCKEYE LAKE_VILLAGE
M110000US391010634899999,391010634899999,M11,JURIS-COUNTY,Big Island,MORPC,39,101,06348,,,,Township,MARION_BIG ISLAND_TOWNSHIP
M110000US391010795899999,391010795899999,M11,JURIS-COUNTY,Bowling Green,MORPC,39,101,07958,,,,Township,MARION_BOWLING GREEN_TOWNSHIP
M110000US391011519699999,391011519699999,M11,JURIS-COUNTY,Claridon,MORPC,39,101,15196,,,,Township,MARION_CLARIDON_TOWNSHIP
M110000US391013117899999,391013117899999,M11,JURIS-COUNTY,Grand,MORPC,39,101,31178,,,,Township,MARION_GRAND_TOWNSHIP
M110000US391013119299999,391013119299999,M11,JURIS-COUNTY,Grand Prairie,MORPC,39,101,31192,,,,Township,MARION_GRAND PRAIRIE_TOWNSHIP
M110000US391013196299999,391013196299999,M11,JURIS-COUNTY,Green Camp,MORPC,39,101,31962,,,,Township,MARION_GREEN CAMP_TOWNSHIP
M110000US391014776899999,391014776899999,M11,JURIS-COUNTY,Marion,MORPC,39,101,47768,,,,Township,MARION_MARION_TOWNSHIP
M110000US391015173099999,391015173099999,M11,JURIS-COUNTY,Montgomery,MORPC,39,101,51730,,,,Township,MARION_MONTGOMERY_TOWNSHIP
M110000US391016335299999,391016335299999,M11,JURIS-COUNTY,Pleasant,MORPC,39,101,63352,,,,Township,MARION_PLEASANT_TOWNSHIP
M110000US391016479499999,391016479499999,M11,JURIS-COUNTY,Prospect,MORPC,39,101,64794,,,,Township,MARION_PROSPECT_TOWNSHIP
M110000US391016675499999,391016675499999,M11,JURIS-COUNTY,Richland,MORPC,39,101,66754,,,,Township,MARION_RICHLAND_TOWNSHIP
M110000US391017024099999,391017024099999,M11,JURIS-COUNTY,Salt Rock,MORPC,39,101,70240,,,,Township,MARION_SALT ROCK_TOWNSHIP
M110000US391017107399999,391017107399999,M11,JURIS-COUNTY,Scott,MORPC,39,101,71073,,,,Township,MARION_SCOTT_TOWNSHIP
M110000US391017774299999,391017774299999,M11,JURIS-COUNTY,Tully,MORPC,39,101,77742,,,,Township,MARION_TULLY_TOWNSHIP
M110000US391018051499999,391018051499999,M11,JURIS-COUNTY,Waldo,MORPC,39,101,80514,,,,Township,MARION_WALDO_TOWNSHIP
M110000US3910954101,3910954101,M11,JURIS-COUNTY,Caledonia,MORPC,39,101,,10954,,,Village,MARION_CALEDONIA_VILLAGE
M110000US3911332045,3911332045,M11,JURIS-COUNTY,Canal Winchester,MORPC,39,045,,11332,,,City,FAIRFIELD_CANAL WINCHESTER_CITY
M110000US3911332049,3911332049,M11,JURIS-COUNTY,Canal Winchester,MORPC,39,049,,11332,,,City,FRANKLIN_CANAL WINCHESTER_CITY
M110000US391170550899999,391170550899999,M11,JURIS-COUNTY,Bennington,MORPC,39,117,05508,,,,Township,MORROW_BENNINGTON_TOWNSHIP
M110000US391171124899999,391171124899999,M11,JURIS-COUNTY,Canaan,MORPC,39,117,11248,,,,Township,MORROW_CANAAN_TOWNSHIP
M110000US391171209899999,391171209899999,M11,JURIS-COUNTY,Cardington,MORPC,39,117,12098,,,,Township,MORROW_CARDINGTON_TOWNSHIP
M110000US391171403099999,391171403099999,M11,JURIS-COUNTY,Chester,MORPC,39,117,14030,,,,Township,MORROW_CHESTER_TOWNSHIP
M110000US391171829499999,391171829499999,M11,JURIS-COUNTY,Congress,MORPC,39,117,18294,,,,Township,MORROW_CONGRESS_TOWNSHIP
M110000US391172837899999,391172837899999,M11,JURIS-COUNTY,Franklin,MORPC,39,117,28378,,,,Township,MORROW_FRANKLIN_TOWNSHIP
M110000US391173012899999,391173012899999,M11,JURIS-COUNTY,Gilead,MORPC,39,117,30128,,,,Township,MORROW_GILEAD_TOWNSHIP
M110000US391173360099999,391173360099999,M11,JURIS-COUNTY,Harmony,MORPC,39,117,33600,,,,Township,MORROW_HARMONY_TOWNSHIP
M110000US391174368099999,391174368099999,M11,JURIS-COUNTY,Lincoln,MORPC,39,117,43680,,,,Township,MORROW_LINCOLN_TOWNSHIP
M110000US391175622499999,391175622499999,M11,JURIS-COUNTY,North Bloomfield,MORPC,39,117,56224,,,,Township,MORROW_NORTH BLOOMFIELD_TOWNSHIP
M110000US391176198099999,391176198099999,M11,JURIS-COUNTY,Perry,MORPC,39,117,61980,,,,Township,MORROW_PERRY_TOWNSHIP
M110000US391176226099999,391176226099999,M11,JURIS-COUNTY,Peru,MORPC,39,117,62260,,,,Township,MORROW_PERU_TOWNSHIP
M110000US391177306199999,391177306199999,M11,JURIS-COUNTY,South Bloomfield,MORPC,39,117,73061,,,,Township,MORROW_SOUTH BLOOMFIELD_TOWNSHIP
M110000US391177760299999,391177760299999,M11,JURIS-COUNTY,Troy,MORPC,39,117,77602,,,,Township,MORROW_TROY_TOWNSHIP
M110000US391178150899999,391178150899999,M11,JURIS-COUNTY,Washington,MORPC,39,117,81508,,,,Township,MORROW_WASHINGTON_TOWNSHIP
M110000US391178345499999,391178345499999,M11,JURIS-COUNTY,Westfield,MORPC,39,117,83454,,,,Township,MORROW_WESTFIELD_TOWNSHIP
M110000US3912084117,3912084117,M11,JURIS-COUNTY,Cardington,MORPC,39,117,,12084,,,Village,MORROW_CARDINGTON_VILLAGE
M110000US3912252045,3912252045,M11,JURIS-COUNTY,Carroll,MORPC,39,045,,12252,,,Village,FAIRFIELD_CARROLL_VILLAGE
M110000US391270458499999,391270458499999,M11,JURIS-COUNTY,Bearfield,MORPC,39,127,04584,,,,Township,PERRY_BEARFIELD_TOWNSHIP
M110000US391271565899999,391271565899999,M11,JURIS-COUNTY,Clayton,MORPC,39,127,15658,,,,Township,PERRY_CLAYTON_TOWNSHIP
M110000US391271635099999,391271635099999,M11,JURIS-COUNTY,Coal,MORPC,39,127,16350,,,,Township,PERRY_COAL_TOWNSHIP
M110000US391273396499999,391273396499999,M11,JURIS-COUNTY,Harrison,MORPC,39,127,33964,,,,Township,PERRY_HARRISON_TOWNSHIP
M110000US391273638699999,391273638699999,M11,JURIS-COUNTY,Hopewell,MORPC,39,127,36386,,,,Township,PERRY_HOPEWELL_TOWNSHIP
M110000US391273796899999,391273796899999,M11,JURIS-COUNTY,Jackson,MORPC,39,127,37968,,,,Township,PERRY_JACKSON_TOWNSHIP
M110000US391274655099999,391274655099999,M11,JURIS-COUNTY,Madison,MORPC,39,127,46550,,,,Township,PERRY_MADISON_TOWNSHIP
M110000US391275119899999,391275119899999,M11,JURIS-COUNTY,Monday Creek,MORPC,39,127,51198,,,,Township,PERRY_MONDAY CREEK_TOWNSHIP
M110000US391275152099999,391275152099999,M11,JURIS-COUNTY,Monroe,MORPC,39,127,51520,,,,Township,PERRY_MONROE_TOWNSHIP
M110000US391276268099999,391276268099999,M11,JURIS-COUNTY,Pike,MORPC,39,127,62680,,,,Township,PERRY_PIKE_TOWNSHIP
M110000US391276336699999,391276336699999,M11,JURIS-COUNTY,Pleasant,MORPC,39,127,63366,,,,Township,PERRY_PLEASANT_TOWNSHIP
M110000US391276576099999,391276576099999,M11,JURIS-COUNTY,Reading,MORPC,39,127,65760,,,,Township,PERRY_READING_TOWNSHIP
M110000US391277022699999,391277022699999,M11,JURIS-COUNTY,Salt Lick,MORPC,39,127,70226,,,,Township,PERRY_SALT LICK_TOWNSHIP
M110000US391277665999999,391277665999999,M11,JURIS-COUNTY,Thorn,MORPC,39,127,76659,,,,Township,PERRY_THORN_TOWNSHIP
M110000US391291507799999,391291507799999,M11,JURIS-COUNTY,Circleville,MORPC,39,129,15077,,,,Township,PICKAWAY_CIRCLEVILLE_TOWNSHIP
M110000US391292015699999,391292015699999,M11,JURIS-COUNTY,Darby,MORPC,39,129,20156,,,,Township,PICKAWAY_DARBY_TOWNSHIP
M110000US391292116899999,391292116899999,M11,JURIS-COUNTY,Deercreek,MORPC,39,129,21168,,,,Township,PICKAWAY_DEERCREEK_TOWNSHIP
M110000US391293397899999,391293397899999,M11,JURIS-COUNTY,Harrison,MORPC,39,129,33978,,,,Township,PICKAWAY_HARRISON_TOWNSHIP
M110000US391293798299999,391293798299999,M11,JURIS-COUNTY,Jackson,MORPC,39,129,37982,,,,Township,PICKAWAY_JACKSON_TOWNSHIP
M110000US391294656499999,391294656499999,M11,JURIS-COUNTY,Madison,MORPC,39,129,46564,,,,Township,PICKAWAY_MADISON_TOWNSHIP
M110000US391295153499999,391295153499999,M11,JURIS-COUNTY,Monroe,MORPC,39,129,51534,,,,Township,PICKAWAY_MONROE_TOWNSHIP
M110000US391295325699999,391295325699999,M11,JURIS-COUNTY,Muhlenberg,MORPC,39,129,53256,,,,Township,PICKAWAY_MUHLENBERG_TOWNSHIP
M110000US391296200899999,391296200899999,M11,JURIS-COUNTY,Perry,MORPC,39,129,62008,,,,Township,PICKAWAY_PERRY_TOWNSHIP
M110000US391296248499999,391296248499999,M11,JURIS-COUNTY,Pickaway,MORPC,39,129,62484,,,,Township,PICKAWAY_PICKAWAY_TOWNSHIP
M110000US391297018499999,391297018499999,M11,JURIS-COUNTY,Saltcreek,MORPC,39,129,70184,,,,Township,PICKAWAY_SALTCREEK_TOWNSHIP
M110000US391297087099999,391297087099999,M11,JURIS-COUNTY,Scioto,MORPC,39,129,70870,,,,Township,PICKAWAY_SCIOTO_TOWNSHIP
M110000US391298059899999,391298059899999,M11,JURIS-COUNTY,Walnut,MORPC,39,129,80598,,,,Township,PICKAWAY_WALNUT_TOWNSHIP
M110000US391298155099999,391298155099999,M11,JURIS-COUNTY,Washington,MORPC,39,129,81550,,,,Township,PICKAWAY_WASHINGTON_TOWNSHIP
M110000US391298226499999,391298226499999,M11,JURIS-COUNTY,Wayne,MORPC,39,129,82264,,,,Township,PICKAWAY_WAYNE_TOWNSHIP
M110000US3913036083,3913036083,M11,JURIS-COUNTY,Centerburg,MORPC,39,083,,13036,,,Village,KNOX_CENTERBURG_VILLAGE
M110000US391411001699999,391411001699999,M11,JURIS-COUNTY,Buckskin,MORPC,39,141,10016,,,,Township,ROSS_BUCKSKIN_TOWNSHIP
M110000US3914114117,3914114117,M11,JURIS-COUNTY,Chesterville,MORPC,39,117,,14114,,,Village,MORROW_CHESTERVILLE_VILLAGE
M110000US391411663099999,391411663099999,M11,JURIS-COUNTY,Colerain,MORPC,39,141,16630,,,,Township,ROSS_COLERAIN_TOWNSHIP
M110000US391411823899999,391411823899999,M11,JURIS-COUNTY,Concord,MORPC,39,141,18238,,,,Township,ROSS_CONCORD_TOWNSHIP
M110000US391412122499999,391412122499999,M11,JURIS-COUNTY,Deerfield,MORPC,39,141,21224,,,,Township,ROSS_DEERFIELD_TOWNSHIP
M110000US391412842099999,391412842099999,M11,JURIS-COUNTY,Franklin,MORPC,39,141,28420,,,,Township,ROSS_FRANKLIN_TOWNSHIP
M110000US391413182299999,391413182299999,M11,JURIS-COUNTY,Green,MORPC,39,141,31822,,,,Township,ROSS_GREEN_TOWNSHIP
M110000US391413400699999,391413400699999,M11,JURIS-COUNTY,Harrison,MORPC,39,141,34006,,,,Township,ROSS_HARRISON_TOWNSHIP
M110000US391413689099999,391413689099999,M11,JURIS-COUNTY,Huntington,MORPC,39,141,36890,,,,Township,ROSS_HUNTINGTON_TOWNSHIP
M110000US391413880899999,391413880899999,M11,JURIS-COUNTY,Jefferson,MORPC,39,141,38808,,,,Township,ROSS_JEFFERSON_TOWNSHIP
M110000US391414330299999,391414330299999,M11,JURIS-COUNTY,Liberty,MORPC,39,141,43302,,,,Township,ROSS_LIBERTY_TOWNSHIP
M110000US391415954299999,391415954299999,M11,JURIS-COUNTY,Paint,MORPC,39,141,59542,,,,Township,ROSS_PAINT_TOWNSHIP
M110000US391416130899999,391416130899999,M11,JURIS-COUNTY,Paxton,MORPC,39,141,61308,,,,Township,ROSS_PAXTON_TOWNSHIP
M110000US391417089899999,391417089899999,M11,JURIS-COUNTY,Scioto,MORPC,39,141,70898,,,,Township,ROSS_SCIOTO_TOWNSHIP
M110000US391417412999999,391417412999999,M11,JURIS-COUNTY,Springfield,MORPC,39,141,74129,,,,Township,ROSS_SPRINGFIELD_TOWNSHIP
M110000US391417800899999,391417800899999,M11,JURIS-COUNTY,Twin,MORPC,39,141,78008,,,,Township,ROSS_TWIN_TOWNSHIP
M110000US391417854099999,391417854099999,M11,JURIS-COUNTY,Union,MORPC,39,141,78540,,,,Township,ROSS_UNION_TOWNSHIP
M110000US3914184141,3914184141,M11,JURIS-COUNTY,Chillicothe,MORPC,39,141,,14184,,,City,ROSS_CHILLICOTHE_CITY
M110000US3915070129,3915070129,M11,JURIS-COUNTY,Circleville,MORPC,39,129,,15070,,,City,PICKAWAY_CIRCLEVILLE_CITY
M110000US3915336141,3915336141,M11,JURIS-COUNTY,Clarksburg,MORPC,39,141,,15336,,,Village,ROSS_CLARKSBURG_VILLAGE
M110000US391590133699999,391590133699999,M11,JURIS-COUNTY,Allen,MORPC,39,159,01336,,,,Township,UNION_ALLEN_TOWNSHIP
M110000US391591511299999,391591511299999,M11,JURIS-COUNTY,Claibourne,MORPC,39,159,15112,,,,Township,UNION_CLAIBOURNE_TOWNSHIP
M110000US391592017099999,391592017099999,M11,JURIS-COUNTY,Darby,MORPC,39,159,20170,,,,Township,UNION_DARBY_TOWNSHIP
M110000US391592248499999,391592248499999,M11,JURIS-COUNTY,Dover,MORPC,39,159,22484,,,,Township,UNION_DOVER_TOWNSHIP
M110000US391593810899999,391593810899999,M11,JURIS-COUNTY,Jackson,MORPC,39,159,38108,,,,Township,UNION_JACKSON_TOWNSHIP
M110000US391593904699999,391593904699999,M11,JURIS-COUNTY,Jerome,MORPC,39,159,39046,,,,Township,UNION_JEROME_TOWNSHIP
M110000US391594249099999,391594249099999,M11,JURIS-COUNTY,Leesburg,MORPC,39,159,42490,,,,Township,UNION_LEESBURG_TOWNSHIP
M110000US391594335899999,391594335899999,M11,JURIS-COUNTY,Liberty,MORPC,39,159,43358,,,,Township,UNION_LIBERTY_TOWNSHIP
M110000US391595028899999,391595028899999,M11,JURIS-COUNTY,Millcreek,MORPC,39,159,50288,,,,Township,UNION_MILLCREEK_TOWNSHIP
M110000US391595986499999,391595986499999,M11,JURIS-COUNTY,Paris,MORPC,39,159,59864,,,,Township,UNION_PARIS_TOWNSHIP
M110000US391597619499999,391597619499999,M11,JURIS-COUNTY,Taylor,MORPC,39,159,76194,,,,Township,UNION_TAYLOR_TOWNSHIP
M110000US391597858299999,391597858299999,M11,JURIS-COUNTY,Union,MORPC,39,159,78582,,,,Township,UNION_UNION_TOWNSHIP
M110000US391598166299999,391598166299999,M11,JURIS-COUNTY,Washington,MORPC,39,159,81662,,,,Township,UNION_WASHINGTON_TOWNSHIP
M110000US391598712299999,391598712299999,M11,JURIS-COUNTY,York,MORPC,39,159,87122,,,,Township,UNION_YORK_TOWNSHIP
M110000US3918000041,3918000041,M11,JURIS-COUNTY,Columbus,MORPC,39,041,,18000,,,City,DELAWARE_COLUMBUS_CITY
M110000US3918000045,3918000045,M11,JURIS-COUNTY,Columbus,MORPC,39,045,,18000,,,City,FAIRFIELD_COLUMBUS_CITY
M110000US3918000049,3918000049,M11,JURIS-COUNTY,Columbus,MORPC,39,049,,18000,,,City,FRANKLIN_COLUMBUS_CITY
M110000US3918070049,3918070049,M11,JURIS-COUNTY,Commercial Point,MORPC,39,049,,18070,,,Village,FRANKLIN_COMMERCIAL POINT_VILLAGE
M110000US3918070129,3918070129,M11,JURIS-COUNTY,Commercial Point,MORPC,39,129,,18070,,,Village,PICKAWAY_COMMERCIAL POINT_VILLAGE
M110000US3918770127,3918770127,M11,JURIS-COUNTY,Corning,MORPC,39,127,,18770,,,Village,PERRY_CORNING_VILLAGE
M110000US3919456127,3919456127,M11,JURIS-COUNTY,Crooksville,MORPC,39,127,,19456,,,Village,PERRY_CROOKSVILLE_VILLAGE
M110000US3920114083,3920114083,M11,JURIS-COUNTY,Danville,MORPC,39,083,,20114,,,Village,KNOX_DANVILLE_VILLAGE
M110000US3920212129,3920212129,M11,JURIS-COUNTY,Darbyville,MORPC,39,129,,20212,,,Village,PICKAWAY_DARBYVILLE_VILLAGE
M110000US3921378091,3921378091,M11,JURIS-COUNTY,De Graff,MORPC,39,091,,21378,,,Village,LOGAN_DE GRAFF_VILLAGE
M110000US3921434041,3921434041,M11,JURIS-COUNTY,Delaware,MORPC,39,041,,21434,,,City,DELAWARE_DELAWARE_CITY
M110000US3922694041,3922694041,M11,JURIS-COUNTY,Dublin,MORPC,39,041,,22694,,,City,DELAWARE_DUBLIN_CITY
M110000US3922694049,3922694049,M11,JURIS-COUNTY,Dublin,MORPC,39,049,,22694,,,City,FRANKLIN_DUBLIN_CITY
M110000US3922694159,3922694159,M11,JURIS-COUNTY,Dublin,MORPC,39,159,,22694,,,City,UNION_DUBLIN_CITY
M110000US3924598117,3924598117,M11,JURIS-COUNTY,Edison,MORPC,39,117,,24598,,,Village,MORROW_EDISON_VILLAGE
M110000US3928182141,3928182141,M11,JURIS-COUNTY,Frankfort,MORPC,39,141,,28182,,,Village,ROSS_FRANKFORT_VILLAGE
M110000US3928658083,3928658083,M11,JURIS-COUNTY,Fredericktown,MORPC,39,083,,28658,,,Village,KNOX_FREDERICKTOWN_VILLAGE
M110000US3929050117,3929050117,M11,JURIS-COUNTY,Fulton,MORPC,39,117,,29050,,,Village,MORROW_FULTON_VILLAGE
M110000US3929106049,3929106049,M11,JURIS-COUNTY,Gahanna,MORPC,39,049,,29106,,,City,FRANKLIN_GAHANNA_CITY
M110000US3929148041,3929148041,M11,JURIS-COUNTY,Galena,MORPC,39,041,,29148,,,Village,DELAWARE_GALENA_VILLAGE
M110000US3929162117,3929162117,M11,JURIS-COUNTY,Galion,MORPC,39,117,,29162,,,City,MORROW_GALION_CITY
M110000US3929246083,3929246083,M11,JURIS-COUNTY,Gambier,MORPC,39,083,,29246,,,Village,KNOX_GAMBIER_VILLAGE
M110000US3929288083,3929288083,M11,JURIS-COUNTY,Gann (Brinkhaven),MORPC,39,083,,29288,,,Village,KNOX_GANN (BRINKHAVEN)_VILLAGE
M110000US3930436127,3930436127,M11,JURIS-COUNTY,Glenford,MORPC,39,127,,30436,,,Village,PERRY_GLENFORD_VILLAGE
M110000US3931304049,3931304049,M11,JURIS-COUNTY,Grandview Heights,MORPC,39,049,,31304,,,City,FRANKLIN_GRANDVIEW HEIGHTS_CITY
M110000US3931402089,3931402089,M11,JURIS-COUNTY,Granville,MORPC,39,089,,31402,,,Village,LICKING_GRANVILLE_VILLAGE
M110000US3931458089,3931458089,M11,JURIS-COUNTY,Gratiot,MORPC,39,089,,31458,,,Village,LICKING_GRATIOT_VILLAGE
M110000US3931948101,3931948101,M11,JURIS-COUNTY,Green Camp,MORPC,39,101,,31948,,,Village,MARION_GREEN CAMP_VILLAGE
M110000US3932088141,3932088141,M11,JURIS-COUNTY,Greenfield,MORPC,39,141,,32088,,,Village,ROSS_GREENFIELD_VILLAGE
M110000US3932592049,3932592049,M11,JURIS-COUNTY,Grove City,MORPC,39,049,,32592,,,City,FRANKLIN_GROVE CITY_CITY
M110000US3932606049,3932606049,M11,JURIS-COUNTY,Groveport,MORPC,39,049,,32606,,,City,FRANKLIN_GROVEPORT_CITY
M110000US3933292089,3933292089,M11,JURIS-COUNTY,Hanover,MORPC,39,089,,33292,,,Village,LICKING_HANOVER_VILLAGE
M110000US3933740049,3933740049,M11,JURIS-COUNTY,Harrisburg,MORPC,39,049,,33740,,,Village,FRANKLIN_HARRISBURG_VILLAGE
M110000US3933740129,3933740129,M11,JURIS-COUNTY,Harrisburg,MORPC,39,129,,33740,,,Village,PICKAWAY_HARRISBURG_VILLAGE
M110000US3934202089,3934202089,M11,JURIS-COUNTY,Hartford (Croton),MORPC,39,089,,34202,,,Village,LICKING_HARTFORD (CROTON)_VILLAGE
M110000US3934748089,3934748089,M11,JURIS-COUNTY,Heath,MORPC,39,089,,34748,,,City,LICKING_HEATH_CITY
M110000US3934790089,3934790089,M11,JURIS-COUNTY,Hebron,MORPC,39,089,,34790,,,Village,LICKING_HEBRON_VILLAGE
M110000US3934888127,3934888127,M11,JURIS-COUNTY,Hemlock,MORPC,39,127,,34888,,,Village,PERRY_HEMLOCK_VILLAGE
M110000US3935476049,3935476049,M11,JURIS-COUNTY,Hilliard,MORPC,39,049,,35476,,,City,FRANKLIN_HILLIARD_CITY
M110000US3936988091,3936988091,M11,JURIS-COUNTY,Huntsville,MORPC,39,091,,36988,,,Village,LOGAN_HUNTSVILLE_VILLAGE
